numero,fecha_recogida (Fecha),UND
2230,1 may 2024,4
2231,1 may 2024,2
2232,1 may 2024,1
2233,1 may 2024,2
2234,1 may 2024,5
2235,1 may 2024,4
2236,1 may 2024,2
2237,1 may 2024,2
2238,1 may 2024,5
2239,1 may 2024,2
2240,2 may 2024,2
2241,2 may 2024,1
2242,2 may 2024,2
2243,2 may 2024,2
2244,2 may 2024,3
2245,2 may 2024,2
2246,2 may 2024,1
2247,2 may 2024,2
2248,2 may 2024,2
2249,2 may 2024,2
2250,2 may 2024,1
2251,2 may 2024,2
2252,2 may 2024,3
2253,2 may 2024,2
2254,2 may 2024,2
2255,2 may 2024,3
2256,2 may 2024,2
2257,2 may 2024,2
2258,2 may 2024,2
2259,2 may 2024,2
2260,2 may 2024,2
2261,2 may 2024,2
2262,2 may 2024,2
2263,2 may 2024,2
2264,2 may 2024,2
2265,2 may 2024,2
2266,2 may 2024,1
2267,2 may 2024,2
2268,2 may 2024,1
2269,2 may 2024,2
2270,2 may 2024,1
2271,2 may 2024,2
2272,2 may 2024,2
2273,2 may 2024,1
2274,2 may 2024,4
2275,3 may 2024,2
2276,3 may 2024,2
2277,3 may 2024,2
2278,3 may 2024,3
2279,3 may 2024,2
2280,3 may 2024,4
2281,3 may 2024,2
2282,3 may 2024,2
2283,3 may 2024,6
2284,3 may 2024,2
2285,3 may 2024,3
2286,3 may 2024,3
2287,3 may 2024,2
2288,3 may 2024,2
2289,3 may 2024,2
2290,3 may 2024,3
2291,3 may 2024,2
2292,3 may 2024,2
2293,3 may 2024,2
2294,3 may 2024,2
2295,3 may 2024,2
2296,3 may 2024,2
2297,3 may 2024,2
2298,3 may 2024,3
2299,3 may 2024,2
2300,3 may 2024,2
2301,3 may 2024,2
2302,3 may 2024,2
2303,3 may 2024,1
2304,3 may 2024,3
2305,3 may 2024,2
2306,3 may 2024,2
2307,3 may 2024,3
2308,3 may 2024,1
2309,3 may 2024,2
2310,3 may 2024,3
2311,3 may 2024,2
2312,3 may 2024,3
2313,3 may 2024,2
2314,3 may 2024,2
2315,3 may 2024,2
2316,4 may 2024,2
2317,4 may 2024,2
2318,4 may 2024,2
2319,4 may 2024,1
2320,4 may 2024,2
2321,4 may 2024,2
2322,4 may 2024,1
2323,4 may 2024,2
2324,4 may 2024,2
2325,4 may 2024,2
2326,4 may 2024,2
2327,4 may 2024,2
2328,4 may 2024,2
2329,4 may 2024,2
2330,4 may 2024,2
2331,4 may 2024,3
2332,4 may 2024,4
2333,4 may 2024,1
2334,4 may 2024,2
2335,4 may 2024,2
2336,4 may 2024,2
2337,4 may 2024,4
2338,4 may 2024,2
2339,4 may 2024,2
2340,4 may 2024,2
2341,4 may 2024,4
2342,5 may 2024,1
2343,5 may 2024,2
2344,5 may 2024,2
2345,5 may 2024,1
2346,5 may 2024,2
2347,5 may 2024,2
2348,5 may 2024,2
2349,5 may 2024,2
2350,5 may 2024,3
2351,5 may 2024,1
2352,5 may 2024,2
2353,5 may 2024,2
2354,5 may 2024,3
2355,5 may 2024,2
2356,5 may 2024,2
2357,5 may 2024,2
2358,5 may 2024,2
2359,5 may 2024,2
2360,5 may 2024,2
2361,5 may 2024,2
2362,5 may 2024,2
2363,5 may 2024,2
2364,5 may 2024,2
2365,5 may 2024,2
2366,5 may 2024,2
2367,5 may 2024,4
2368,5 may 2024,2
2369,5 may 2024,2
2370,5 may 2024,4
2371,5 may 2024,2
2372,5 may 2024,1
2373,5 may 2024,2
2374,5 may 2024,2
2375,5 may 2024,2
2376,5 may 2024,1
2377,6 may 2024,1
2378,6 may 2024,1
2379,6 may 2024,2
2380,6 may 2024,2
2381,6 may 2024,1
2382,6 may 2024,1
2383,6 may 2024,3
2384,6 may 2024,3
2385,6 may 2024,3
2386,6 may 2024,4
2387,6 may 2024,2
2388,6 may 2024,2
2389,6 may 2024,1
2390,6 may 2024,3
2391,6 may 2024,2
2392,6 may 2024,2
2393,6 may 2024,2
2394,6 may 2024,2
2395,6 may 2024,2
2396,6 may 2024,2
2397,6 may 2024,4
2398,6 may 2024,2
2399,6 may 2024,2
2400,6 may 2024,2
2401,6 may 2024,2
2402,6 may 2024,2
2403,6 may 2024,2
2404,6 may 2024,2
2405,6 may 2024,4
2406,6 may 2024,2
2407,6 may 2024,2
2408,6 may 2024,2
2409,6 may 2024,2
2410,6 may 2024,2
2411,7 may 2024,2
2412,7 may 2024,2
2413,7 may 2024,2
2414,7 may 2024,2
2415,7 may 2024,2
2416,7 may 2024,3
2417,7 may 2024,2
2418,7 may 2024,2
2419,7 may 2024,1
2420,7 may 2024,4
2421,7 may 2024,1
2422,7 may 2024,2
2423,7 may 2024,2
2424,7 may 2024,2
2425,7 may 2024,2
2426,7 may 2024,2
2427,7 may 2024,1
2428,7 may 2024,2
2429,7 may 2024,2
2430,7 may 2024,2
2431,7 may 2024,2
2432,7 may 2024,2
2433,7 may 2024,2
2434,7 may 2024,1
2435,7 may 2024,2
2436,7 may 2024,2
2437,7 may 2024,3
2438,7 may 2024,2
2439,7 may 2024,1
2440,7 may 2024,2
2441,8 may 2024,2
2442,8 may 2024,2
2443,8 may 2024,3
2444,8 may 2024,3
2445,8 may 2024,1
2446,8 may 2024,2
2447,8 may 2024,2
2448,8 may 2024,2
2449,8 may 2024,2
2450,8 may 2024,1
2451,8 may 2024,2
2452,8 may 2024,2
2453,8 may 2024,2
2454,8 may 2024,1
2455,8 may 2024,2
2456,8 may 2024,2
2457,8 may 2024,2
2458,8 may 2024,2
2459,8 may 2024,2
2460,8 may 2024,4
2461,8 may 2024,2
2462,8 may 2024,2
2463,8 may 2024,1
2464,8 may 2024,3
2465,8 may 2024,2
2466,8 may 2024,2
2467,8 may 2024,1
2468,8 may 2024,2
2469,8 may 2024,2
2470,8 may 2024,2
2471,8 may 2024,2
2472,8 may 2024,2
2473,8 may 2024,2
2474,8 may 2024,2
2475,8 may 2024,7
2476,8 may 2024,3
2477,9 may 2024,2
2478,9 may 2024,1
2479,9 may 2024,2
2480,9 may 2024,3
2481,9 may 2024,1
2482,9 may 2024,3
2483,9 may 2024,2
2484,9 may 2024,2
2485,9 may 2024,2
2486,9 may 2024,2
2487,9 may 2024,2
2488,9 may 2024,2
2489,9 may 2024,2
2490,9 may 2024,1
2491,9 may 2024,2
2492,9 may 2024,1
2493,9 may 2024,3
2494,9 may 2024,1
2495,9 may 2024,2
2496,9 may 2024,2
2497,9 may 2024,2
2498,9 may 2024,6
2499,9 may 2024,2
2500,9 may 2024,2
2501,9 may 2024,2
2502,9 may 2024,2
2503,9 may 2024,1
2504,9 may 2024,2
2505,9 may 2024,2
2506,9 may 2024,2
2507,9 may 2024,2
2508,9 may 2024,2
2509,9 may 2024,2
2510,9 may 2024,2
2511,9 may 2024,4
2512,9 may 2024,2
2513,9 may 2024,3
2514,9 may 2024,2
2515,9 may 2024,2
2516,9 may 2024,4
2517,10 may 2024,2
2518,10 may 2024,2
2519,10 may 2024,2
2520,10 may 2024,2
2521,10 may 2024,2
2522,10 may 2024,4
2523,10 may 2024,2
2524,10 may 2024,2
2525,10 may 2024,1
2526,10 may 2024,2
2527,10 may 2024,2
2528,10 may 2024,1
2529,10 may 2024,1
2530,10 may 2024,1
2531,10 may 2024,2
2532,10 may 2024,2
2533,10 may 2024,2
2534,10 may 2024,2
2535,10 may 2024,2
2536,10 may 2024,2
2537,10 may 2024,4
2538,10 may 2024,2
2539,10 may 2024,3
2540,10 may 2024,2
2541,10 may 2024,2
2542,10 may 2024,3
2543,10 may 2024,4
2544,10 may 2024,2
2545,10 may 2024,3
2546,10 may 2024,2
2547,10 may 2024,2
2548,10 may 2024,2
2549,10 may 2024,4
2550,10 may 2024,2
2551,10 may 2024,2
2552,10 may 2024,2
2553,10 may 2024,1
2554,10 may 2024,2
2555,10 may 2024,3
2556,10 may 2024,5
2557,10 may 2024,5
2558,11 may 2024,1
2559,11 may 2024,2
2560,11 may 2024,2
2561,11 may 2024,2
2562,11 may 2024,1
2563,11 may 2024,1
2564,11 may 2024,2
2565,11 may 2024,2
2566,11 may 2024,3
2567,11 may 2024,2
2568,11 may 2024,2
2569,11 may 2024,4
2570,11 may 2024,2
2571,11 may 2024,2
2572,11 may 2024,4
2573,11 may 2024,2
2574,11 may 2024,5
2575,11 may 2024,2
2576,11 may 2024,1
2577,11 may 2024,2
2578,11 may 2024,2
2579,11 may 2024,4
2580,11 may 2024,2
2581,11 may 2024,4
2582,11 may 2024,2
2583,11 may 2024,7
2584,11 may 2024,2
2585,11 may 2024,3
2586,12 may 2024,2
2587,12 may 2024,2
2588,12 may 2024,3
2589,12 may 2024,2
2590,12 may 2024,2
2591,12 may 2024,2
2592,12 may 2024,2
2593,12 may 2024,2
2594,12 may 2024,2
2595,12 may 2024,2
2596,12 may 2024,1
2597,12 may 2024,4
2598,12 may 2024,2
2599,12 may 2024,2
2600,12 may 2024,2
2601,12 may 2024,2
2602,12 may 2024,3
2603,12 may 2024,2
2604,12 may 2024,2
2605,12 may 2024,2
2606,12 may 2024,2
2607,12 may 2024,2
2608,12 may 2024,2
2609,12 may 2024,2
2610,12 may 2024,2
2611,12 may 2024,2
2612,12 may 2024,2
2613,12 may 2024,2
2614,12 may 2024,2
2615,12 may 2024,2
2616,13 may 2024,1
2617,13 may 2024,2
2618,13 may 2024,1
2619,13 may 2024,2
2620,13 may 2024,2
2621,13 may 2024,4
2622,13 may 2024,4
2623,13 may 2024,2
2624,13 may 2024,4
2625,13 may 2024,1
2626,13 may 2024,2
2627,13 may 2024,2
2628,13 may 2024,2
2629,13 may 2024,2
2630,13 may 2024,1
2631,13 may 2024,1
2632,13 may 2024,2
2633,13 may 2024,3
2634,13 may 2024,2
2635,13 may 2024,1
2636,13 may 2024,1
2637,13 may 2024,1
2638,13 may 2024,2
2639,13 may 2024,2
2640,13 may 2024,2
2641,13 may 2024,2
2642,13 may 2024,6
2643,13 may 2024,2
2644,13 may 2024,2
2645,13 may 2024,2
2646,13 may 2024,2
2647,13 may 2024,2
2648,13 may 2024,2
2649,13 may 2024,2
2650,13 may 2024,2
2651,13 may 2024,2
2652,13 may 2024,2
2653,13 may 2024,2
2654,13 may 2024,2
2655,13 may 2024,2
2656,13 may 2024,2
2657,13 may 2024,2
2658,13 may 2024,2
2659,14 may 2024,2
2660,14 may 2024,2
2661,14 may 2024,2
2662,14 may 2024,2
2663,14 may 2024,2
2664,14 may 2024,2
2665,14 may 2024,2
2666,14 may 2024,1
2667,14 may 2024,2
2668,14 may 2024,1
2669,14 may 2024,2
2670,14 may 2024,2
2671,14 may 2024,2
2672,14 may 2024,4
2673,14 may 2024,2
2674,14 may 2024,3
2675,14 may 2024,2
2676,14 may 2024,2
2677,14 may 2024,3
2678,14 may 2024,3
2679,14 may 2024,1
2680,14 may 2024,2
2681,14 may 2024,2
2682,14 may 2024,2
2683,14 may 2024,2
2684,14 may 2024,1
2685,14 may 2024,1
2686,14 may 2024,2
2687,14 may 2024,2
2688,14 may 2024,2
2689,14 may 2024,2
2690,15 may 2024,2
2691,15 may 2024,1
2692,15 may 2024,1
2693,15 may 2024,2
2694,15 may 2024,2
2695,15 may 2024,1
2696,15 may 2024,2
2697,15 may 2024,2
2698,15 may 2024,1
2699,15 may 2024,2
2700,15 may 2024,1
2701,15 may 2024,1
2702,15 may 2024,2
2703,15 may 2024,2
2704,15 may 2024,2
2705,15 may 2024,2
2706,15 may 2024,2
2707,15 may 2024,2
2708,15 may 2024,2
2709,15 may 2024,2
2710,15 may 2024,2
2711,15 may 2024,2
2712,15 may 2024,1
2713,15 may 2024,3
2714,15 may 2024,2
2715,16 may 2024,2
2716,16 may 2024,2
2717,16 may 2024,2
2718,16 may 2024,2
2719,16 may 2024,2
2720,16 may 2024,2
2721,16 may 2024,2
2722,16 may 2024,2
2723,16 may 2024,1
2724,16 may 2024,1
2725,16 may 2024,3
2726,16 may 2024,6
2727,16 may 2024,2
2728,16 may 2024,2
2729,16 may 2024,2
2730,16 may 2024,3
2731,16 may 2024,2
2732,16 may 2024,2
2733,16 may 2024,2
2734,16 may 2024,1
2735,16 may 2024,2
2736,16 may 2024,2
2737,16 may 2024,4
2738,16 may 2024,2
2739,16 may 2024,1
2740,16 may 2024,2
2741,16 may 2024,1
2742,16 may 2024,1
2743,16 may 2024,2
2744,16 may 2024,1
2745,16 may 2024,2
2746,16 may 2024,4
2747,16 may 2024,2
2748,16 may 2024,2
2749,17 may 2024,2
2750,17 may 2024,2
2751,17 may 2024,1
2752,17 may 2024,1
2753,17 may 2024,2
2754,17 may 2024,2
2755,17 may 2024,1
2756,17 may 2024,2
2757,17 may 2024,2
2758,17 may 2024,2
2759,17 may 2024,1
2760,17 may 2024,2
2761,17 may 2024,2
2762,17 may 2024,2
2763,17 may 2024,2
2764,17 may 2024,2
2765,17 may 2024,2
2766,17 may 2024,1
2767,17 may 2024,2
2768,17 may 2024,2
2769,17 may 2024,2
2770,17 may 2024,3
2771,17 may 2024,2
2772,17 may 2024,2
2773,17 may 2024,2
2774,17 may 2024,2
2775,17 may 2024,4
2776,17 may 2024,2
2777,17 may 2024,4
2778,17 may 2024,1
2779,17 may 2024,2
2780,17 may 2024,1
2781,17 may 2024,2
2782,17 may 2024,2
2783,17 may 2024,2
2784,17 may 2024,2
2785,17 may 2024,2
2786,18 may 2024,2
2787,18 may 2024,2
2788,18 may 2024,3
2789,18 may 2024,1
2790,18 may 2024,2
2791,18 may 2024,2
2792,18 may 2024,2
2793,18 may 2024,4
2794,18 may 2024,2
2795,18 may 2024,2
2796,18 may 2024,1
2797,18 may 2024,1
2798,18 may 2024,2
2799,18 may 2024,2
2800,18 may 2024,1
2801,18 may 2024,2
2802,18 may 2024,1
2803,18 may 2024,2
2804,18 may 2024,2
2805,18 may 2024,4
2806,18 may 2024,1
2807,18 may 2024,2
2808,18 may 2024,2
2809,18 may 2024,2
2810,18 may 2024,2
2811,18 may 2024,2
2812,18 may 2024,1
2813,18 may 2024,2
2814,18 may 2024,2
2815,18 may 2024,2
2816,18 may 2024,2
2817,18 may 2024,2
2818,18 may 2024,2
2819,18 may 2024,1
2820,18 may 2024,2
2821,18 may 2024,1
2822,18 may 2024,1
2823,18 may 2024,2
2824,18 may 2024,2
2825,18 may 2024,1
2826,18 may 2024,2
2827,18 may 2024,1
2828,18 may 2024,2
2829,18 may 2024,1
2830,18 may 2024,2
2831,18 may 2024,1
2832,18 may 2024,1
2833,18 may 2024,4
2834,18 may 2024,1
2835,18 may 2024,2
2836,18 may 2024,2
2837,19 may 2024,4
2838,19 may 2024,1
2839,19 may 2024,2
2840,19 may 2024,1
2841,19 may 2024,2
2842,19 may 2024,2
2843,19 may 2024,1
2844,19 may 2024,2
2845,19 may 2024,2
2846,19 may 2024,2
2847,19 may 2024,3
2848,19 may 2024,2
2849,19 may 2024,1
2850,19 may 2024,5
2851,19 may 2024,2
2852,19 may 2024,2
2853,19 may 2024,1
2854,19 may 2024,2
2855,19 may 2024,2
2856,19 may 2024,2
2857,19 may 2024,2
2858,19 may 2024,3
2859,19 may 2024,2
2860,19 may 2024,2
2861,19 may 2024,2
2862,19 may 2024,1
2863,19 may 2024,2
2864,19 may 2024,2
2865,19 may 2024,2
2866,19 may 2024,3
2867,19 may 2024,2
2868,19 may 2024,2
2869,19 may 2024,2
2870,19 may 2024,2
2871,19 may 2024,4
2872,19 may 2024,2
2873,20 may 2024,2
2874,20 may 2024,3
2875,20 may 2024,2
2876,20 may 2024,2
2877,20 may 2024,2
2878,20 may 2024,2
2879,20 may 2024,1
2880,20 may 2024,2
2881,20 may 2024,2
2882,20 may 2024,1
2883,20 may 2024,2
2884,20 may 2024,2
2885,20 may 2024,1
2886,20 may 2024,2
2887,20 may 2024,3
2888,20 may 2024,1
2889,20 may 2024,2
2890,20 may 2024,2
2891,20 may 2024,2
2892,20 may 2024,4
2893,20 may 2024,2
2894,20 may 2024,3
2895,20 may 2024,6
2896,20 may 2024,2
2897,20 may 2024,2
2898,20 may 2024,2
2899,20 may 2024,2
2900,20 may 2024,2
2901,20 may 2024,2
2902,20 may 2024,2
2903,20 may 2024,2
2904,20 may 2024,3
2905,20 may 2024,2
2906,21 may 2024,2
2907,21 may 2024,2
2908,21 may 2024,2
2909,21 may 2024,2
2910,21 may 2024,1
2911,21 may 2024,2
2912,21 may 2024,2
2913,21 may 2024,1
2914,21 may 2024,2
2915,21 may 2024,1
2916,21 may 2024,2
2917,21 may 2024,2
2918,21 may 2024,2
2919,21 may 2024,2
2920,21 may 2024,4
2921,21 may 2024,2
2922,21 may 2024,2
2923,21 may 2024,2
2924,21 may 2024,3
2925,21 may 2024,2
2926,21 may 2024,2
2927,22 may 2024,3
2928,22 may 2024,2
2929,22 may 2024,2
2930,22 may 2024,2
2931,22 may 2024,1
2932,22 may 2024,1
2933,22 may 2024,1
2934,22 may 2024,2
2935,22 may 2024,2
2936,22 may 2024,2
2937,22 may 2024,2
2938,22 may 2024,2
2939,22 may 2024,2
2940,22 may 2024,2
2941,22 may 2024,2
2942,22 may 2024,2
2943,22 may 2024,2
2944,22 may 2024,2
2945,22 may 2024,2
2946,22 may 2024,4
2947,22 may 2024,2
2948,22 may 2024,1
2949,22 may 2024,2
2950,22 may 2024,4
2951,22 may 2024,2
2952,22 may 2024,2
2953,22 may 2024,2
2954,22 may 2024,1
2955,22 may 2024,2
2956,22 may 2024,2
2957,22 may 2024,2
2958,22 may 2024,2
2959,22 may 2024,1
2960,22 may 2024,2
2961,22 may 2024,1
2962,22 may 2024,1
2963,23 may 2024,2
2964,23 may 2024,2
2965,23 may 2024,4
2966,23 may 2024,2
2967,23 may 2024,4
2968,23 may 2024,2
2969,23 may 2024,2
2970,23 may 2024,1
2971,23 may 2024,2
2972,23 may 2024,2
2973,23 may 2024,2
2974,23 may 2024,2
2975,23 may 2024,2
2976,23 may 2024,2
2977,23 may 2024,2
2978,23 may 2024,2
2979,23 may 2024,4
2980,23 may 2024,3
2981,23 may 2024,2
2982,23 may 2024,1
2983,23 may 2024,5
2984,23 may 2024,2
2985,23 may 2024,2
2986,23 may 2024,1
2987,23 may 2024,2
2988,23 may 2024,2
2989,23 may 2024,2
2990,23 may 2024,2
2991,23 may 2024,2
2992,24 may 2024,2
2993,24 may 2024,2
2994,24 may 2024,2
2995,24 may 2024,2
2996,24 may 2024,2
2997,24 may 2024,2
2998,24 may 2024,2
2999,24 may 2024,2
3000,24 may 2024,2
3001,24 may 2024,2
3002,24 may 2024,1
3003,24 may 2024,1
3004,24 may 2024,2
3005,24 may 2024,2
3006,24 may 2024,2
3007,24 may 2024,4
3008,24 may 2024,2
3009,24 may 2024,1
3010,24 may 2024,2
3011,24 may 2024,2
3012,24 may 2024,2
3013,24 may 2024,1
3014,24 may 2024,4
3015,24 may 2024,2
3016,24 may 2024,2
3017,24 may 2024,2
3018,24 may 2024,4
3019,24 may 2024,2
3020,24 may 2024,2
3021,24 may 2024,2
3022,24 may 2024,1
3023,24 may 2024,2
3024,24 may 2024,2
3025,24 may 2024,2
3026,24 may 2024,2
3027,24 may 2024,1
3028,24 may 2024,5
3029,25 may 2024,1
3030,25 may 2024,2
3031,25 may 2024,2
3032,25 may 2024,2
3033,25 may 2024,2
3034,25 may 2024,2
3035,25 may 2024,2
3036,25 may 2024,2
3037,25 may 2024,2
3038,25 may 2024,2
3039,25 may 2024,2
3040,25 may 2024,2
3041,25 may 2024,2
3042,25 may 2024,2
3043,25 may 2024,4
3044,25 may 2024,1
3045,25 may 2024,2
3046,25 may 2024,2
3047,25 may 2024,3
3048,25 may 2024,2
3049,25 may 2024,2
3050,25 may 2024,3
3051,25 may 2024,1
3052,25 may 2024,2
3053,25 may 2024,2
3054,25 may 2024,2
3055,25 may 2024,7
3056,25 may 2024,2
3057,25 may 2024,4
3058,25 may 2024,2
3059,25 may 2024,1
3060,25 may 2024,4
3061,25 may 2024,1
3062,26 may 2024,1
3063,26 may 2024,2
3064,26 may 2024,1
3065,26 may 2024,2
3066,26 may 2024,4
3067,26 may 2024,1
3068,26 may 2024,2
3069,26 may 2024,1
3070,26 may 2024,5
3071,26 may 2024,2
3072,26 may 2024,2
3073,26 may 2024,2
3074,26 may 2024,2
3075,26 may 2024,4
3076,26 may 2024,2
3077,26 may 2024,2
3078,26 may 2024,2
3079,26 may 2024,2
3080,26 may 2024,2
3081,26 may 2024,2
3082,26 may 2024,1
3083,26 may 2024,2
3084,26 may 2024,2
3085,26 may 2024,2
3086,26 may 2024,2
3087,26 may 2024,2
3088,26 may 2024,3
3089,26 may 2024,4
3090,26 may 2024,2
3091,26 may 2024,2
3092,26 may 2024,2
3093,26 may 2024,2
3094,26 may 2024,1
3095,26 may 2024,2
3096,26 may 2024,2
3097,26 may 2024,2
3098,26 may 2024,3
3099,26 may 2024,2
3100,26 may 2024,2
3101,26 may 2024,2
3102,27 may 2024,1
3103,27 may 2024,2
3104,27 may 2024,2
3105,27 may 2024,2
3106,27 may 2024,1
3107,27 may 2024,1
3108,27 may 2024,4
3109,27 may 2024,1
3110,27 may 2024,2
3111,27 may 2024,2
3112,27 may 2024,1
3113,27 may 2024,2
3114,27 may 2024,2
3115,27 may 2024,2
3116,27 may 2024,2
3117,27 may 2024,2
3118,27 may 2024,2
3119,27 may 2024,1
3120,27 may 2024,2
3121,27 may 2024,2
3122,27 may 2024,2
3123,27 may 2024,1
3124,27 may 2024,1
3125,27 may 2024,2
3126,27 may 2024,1
3127,27 may 2024,2
3128,27 may 2024,2
3129,27 may 2024,2
3130,27 may 2024,2
3131,27 may 2024,2
3132,27 may 2024,2
3133,27 may 2024,2
3134,27 may 2024,2
3135,28 may 2024,1
3136,28 may 2024,2
3137,28 may 2024,3
3138,28 may 2024,2
3139,28 may 2024,1
3140,28 may 2024,2
3141,28 may 2024,4
3142,28 may 2024,2
3143,28 may 2024,2
3144,28 may 2024,2
3145,28 may 2024,2
3146,28 may 2024,2
3147,28 may 2024,3
3148,28 may 2024,2
3149,28 may 2024,2
3150,28 may 2024,2
3151,28 may 2024,2
3152,28 may 2024,2
3153,28 may 2024,2
3154,28 may 2024,4
3155,28 may 2024,2
3156,28 may 2024,2
3157,28 may 2024,2
3158,28 may 2024,2
3159,28 may 2024,2
3160,28 may 2024,2
3161,28 may 2024,2
3162,28 may 2024,1
3163,28 may 2024,2
3164,28 may 2024,2
3165,28 may 2024,2
3166,28 may 2024,2
3167,28 may 2024,2
3168,28 may 2024,2
3169,28 may 2024,2
3170,28 may 2024,2
3171,28 may 2024,2
3172,28 may 2024,2
3173,29 may 2024,1
3174,29 may 2024,3
3175,29 may 2024,2
3176,29 may 2024,1
3177,29 may 2024,2
3178,29 may 2024,1
3179,29 may 2024,2
3180,29 may 2024,2
3181,29 may 2024,2
3182,29 may 2024,2
3183,29 may 2024,2
3184,29 may 2024,2
3185,29 may 2024,2
3186,29 may 2024,2
3187,29 may 2024,2
3188,29 may 2024,2
3189,29 may 2024,2
3190,29 may 2024,2
3191,29 may 2024,2
3192,29 may 2024,2
3193,29 may 2024,2
3194,29 may 2024,2
3195,29 may 2024,2
3196,29 may 2024,2
3197,29 may 2024,1
3198,29 may 2024,2
3199,29 may 2024,2
3200,29 may 2024,2
3201,29 may 2024,2
3202,29 may 2024,2
3203,29 may 2024,2
3204,29 may 2024,2
3205,30 may 2024,2
3206,30 may 2024,2
3207,30 may 2024,4
3208,30 may 2024,1
3209,30 may 2024,2
3210,30 may 2024,1
3211,30 may 2024,1
3212,30 may 2024,1
3213,30 may 2024,4
3214,30 may 2024,2
3215,30 may 2024,2
3216,30 may 2024,2
3217,30 may 2024,3
3218,30 may 2024,2
3219,30 may 2024,3
3220,30 may 2024,1
3221,30 may 2024,2
3222,30 may 2024,2
3223,30 may 2024,2
3224,30 may 2024,2
3225,30 may 2024,5
3226,30 may 2024,2
3227,30 may 2024,2
3228,30 may 2024,2
3229,30 may 2024,5
3230,31 may 2024,1
3231,31 may 2024,1
3232,31 may 2024,2
3233,31 may 2024,2
3234,31 may 2024,1
3235,31 may 2024,2
3236,31 may 2024,2
3237,31 may 2024,2
3238,31 may 2024,2
3239,31 may 2024,2
3240,31 may 2024,2
3241,31 may 2024,2
3242,31 may 2024,2
3243,31 may 2024,1
3244,31 may 2024,2
3245,31 may 2024,1
3246,31 may 2024,1
3247,31 may 2024,1
3248,31 may 2024,2
3249,31 may 2024,2
3250,31 may 2024,5
3251,31 may 2024,5
3252,31 may 2024,1
3253,31 may 2024,2
3254,31 may 2024,1
3255,31 may 2024,8
3256,31 may 2024,2
3257,31 may 2024,2
3258,31 may 2024,1
3259,1 jun 2024,2
3260,1 jun 2024,2
3261,1 jun 2024,1
3262,1 jun 2024,1
3263,1 jun 2024,1
3264,1 jun 2024,1
3265,1 jun 2024,1
3266,1 jun 2024,2
3267,1 jun 2024,1
3268,1 jun 2024,1
3269,1 jun 2024,2
3270,1 jun 2024,1
3271,1 jun 2024,2
3272,1 jun 2024,1
3273,1 jun 2024,7
3274,1 jun 2024,3
3275,1 jun 2024,2
3276,1 jun 2024,2
3277,1 jun 2024,2
3278,1 jun 2024,1
3279,1 jun 2024,2
3280,1 jun 2024,4
3281,1 jun 2024,4
3282,1 jun 2024,4
3283,1 jun 2024,2
3284,1 jun 2024,2
3285,1 jun 2024,2
3286,1 jun 2024,1
3287,1 jun 2024,2
3288,1 jun 2024,1
3289,2 jun 2024,2
3290,2 jun 2024,2
3291,2 jun 2024,2
3292,2 jun 2024,2
3293,2 jun 2024,2
3294,2 jun 2024,2
3295,2 jun 2024,2
3296,2 jun 2024,2
3297,2 jun 2024,2
3298,2 jun 2024,2
3299,2 jun 2024,2
3300,2 jun 2024,1
3301,2 jun 2024,2
3302,2 jun 2024,1
3303,2 jun 2024,2
3304,2 jun 2024,1
3305,2 jun 2024,2
3306,2 jun 2024,2
3307,2 jun 2024,2
3308,2 jun 2024,2
3309,2 jun 2024,2
3310,2 jun 2024,1
3311,2 jun 2024,4
3312,3 jun 2024,4
3313,3 jun 2024,1
3314,3 jun 2024,2
3315,3 jun 2024,2
3316,3 jun 2024,3
3317,3 jun 2024,2
3318,3 jun 2024,2
3319,3 jun 2024,2
3320,3 jun 2024,1
3321,3 jun 2024,2
3322,3 jun 2024,3
3323,3 jun 2024,3
3324,3 jun 2024,2
3325,3 jun 2024,2
3326,3 jun 2024,2
3327,3 jun 2024,2
3328,3 jun 2024,2
3329,3 jun 2024,2
3330,3 jun 2024,2
3331,3 jun 2024,2
3332,3 jun 2024,6
3333,3 jun 2024,2
3334,3 jun 2024,2
3335,3 jun 2024,4
3336,3 jun 2024,2
3337,3 jun 2024,1
3338,3 jun 2024,2
3339,3 jun 2024,2
3340,3 jun 2024,2
3341,3 jun 2024,3
3342,3 jun 2024,2
3343,3 jun 2024,4
3344,4 jun 2024,2
3345,4 jun 2024,2
3346,4 jun 2024,2
3347,4 jun 2024,2
3348,4 jun 2024,4
3349,4 jun 2024,1
3350,4 jun 2024,1
3351,4 jun 2024,2
3352,4 jun 2024,1
3353,4 jun 2024,2
3354,4 jun 2024,3
3355,4 jun 2024,2
3356,4 jun 2024,1
3357,4 jun 2024,2
3358,4 jun 2024,1
3359,4 jun 2024,1
3360,4 jun 2024,4
3361,4 jun 2024,2
3362,4 jun 2024,3
3363,4 jun 2024,2
3364,4 jun 2024,2
3365,4 jun 2024,2
3366,4 jun 2024,2
3367,4 jun 2024,2
3368,4 jun 2024,1
3369,4 jun 2024,2
3370,4 jun 2024,2
3371,4 jun 2024,2
3372,4 jun 2024,3
3373,4 jun 2024,2
3374,4 jun 2024,1
3375,4 jun 2024,2
3376,4 jun 2024,2
3377,4 jun 2024,2
3378,4 jun 2024,2
3379,5 jun 2024,2
3380,5 jun 2024,2
3381,5 jun 2024,2
3382,5 jun 2024,1
3383,5 jun 2024,2
